path,classification,target_path,rule_id,rationale,mode,size_bytes,git_blob_sha1,sha256
contracts/OVC_OPT_C_SEMANTIC_SANITY_REVIEW_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_C_SEMANTIC_SANITY_REVIEW_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,1955,a951a9dfd58079da9fe967304b13f9feb464de08,5e039a3523d7538685770324d1e3be23ddb473ce6e1de936fc37ebdb83e00fc9
contracts/OVC_OPT_D_CLUSTER_AWARE_COHORT_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_D_CLUSTER_AWARE_COHORT_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,2265,dde8973f4b48b6c7a193c2be51a1211ab6e75261,37e46b6cb53351fa1b7010158b99a430347bd562274e2ca658ba96b32c2a626a
contracts/OVC_OPT_D_CLUSTER_BALANCED_CONTRAST_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_D_CLUSTER_BALANCED_CONTRAST_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,2884,105f88409d9debdc57ce1d85d87b55909414ffe2,95c8631fb28d453a43d1d0c8858b776af08b527bbeeb9e074f3c6c8137cab69d
contracts/OVC_OPT_D_EVIDENCE_REVIEW_HYPOTHESIS_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_D_EVIDENCE_REVIEW_HYPOTHESIS_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,3381,5d6d1f9530b0ced14e32236c2459de9f7c6d64ec,dea0d4de96add9d7f3dd17bd63b51ca03adc0dec5af631261a95cd43ff6b01ae
contracts/OVC_OPT_D_REPEATED_STORY_EVIDENCE_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_D_REPEATED_STORY_EVIDENCE_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,3266,a20b01348966ade948dbd9d1ad218eae3b78a61e,70f57c9a7eed5d5b8309fdfd0adf52ce9740a78d3a55a581044750a042ad8bab
contracts/OVC_OPT_D_ROBUSTNESS_REVIEW_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_D_ROBUSTNESS_REVIEW_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,1760,26798c573e8d19a68289fa0d219574e9e1920889,7cdc6c1251cc1d19d8bd0d8a547a2f08edfb4040a05f093c87236301a3f95319
contracts/OVC_OPT_D_UNTOUCHED_VALIDATION_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_OPT_D_UNTOUCHED_VALIDATION_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,2844,8cb615f8e8da9eb73b30fff742ad4be762d9ab31,65dd28fd9d2b46ff521afad4d0a8257c4fd20856b56a4f8180173523a4614cc3
contracts/OVC_PAPER_PLAYBOOK_GATE_CONTRACT_v0_1.md,MOVE_TO_QUARANTINE,legacy/quarantine/abcd-engine-v1-c0ad7ba/contracts/OVC_PAPER_PLAYBOOK_GATE_CONTRACT_v0_1.md,R0C-LEGACY-CONTRACT,Current contracts encode the superseded mixed ABCD authority and must leave the active contract namespace.,100644,1621,0af4954ffe6da9504846817a504bca220dd0b896,2ea584b76d4b372888240b9426418f53abffdf053227b9d6cac24fa6ff6b996f
data/EXTERNAL_DEPENDENCIES.md,RETAIN_ACTIVE,data/EXTERNAL_DEPENDENCIES.md,R0C-EVIDENCE-BOUNDARY,Evidence-store or Git/external-artifact boundary documentation remains authoritative infrastructure.,100644,2151,ffc2e32a965c1f056a560258efe296108ceb27ca,9faf0c29de808ddcab4229bfbb8626b84a71568bcc89e552b02c468782e47b54
data/README.md,RETAIN_ACTIVE,data/README.md,R0C-EVIDENCE-BOUNDARY,Evidence-store or Git/external-artifact boundary documentation remains authoritative infrastructure.,100644,924,5b6916c6b51003def3841b04f2b1c8dc5a7bf5e5,1060e95240895f33fbc1b9d36045196533225ccaa19a9341345c7d4004849006
docs/CURRENT_STATUS.md,REBUILD_V2,docs/CURRENT_STATUS.md,R0C-CURRENT-STATUS,Current-status authority must be replaced atomically during the v2 scaffold packet.,100644,2077,b9b03bf627288d39d9a5e53a543df2719e197884,88457eda1d81f1c7984ec7a6d0f9a0db621842b223c728c6dafdc556d940d09b
docs/EVIDENCE_STORE.md,RETAIN_ACTIVE,docs/EVIDENCE_STORE.md,R0C-EVIDENCE-BOUNDARY,Evidence-store or Git/external-artifact boundary documentation remains authoritative infrastructure.,100644,4081,ef9642da2e37433186a70419b9b3bd8d28914e45,124dbf372bcab4d4ae8ff0ebac0cb1ddb000cd5532c6a89fa43eb2dc38993d37
docs/IMPORT_PROVENANCE.md,RETAIN_HISTORICAL,docs/IMPORT_PROVENANCE.md,R0C-IMPORT-PROVENANCE,Import provenance remains an immutable historical court record and grants no active model authority.,100644,1908,c27fdfa3051b7e31671b067c2d4e6a714acdcd8f,3ce67873deedd699631db96829c9297d4522a3fcad7c932c7d867ebcd490f077
docs/architecture/OVC_ABCD_COMPLETE_DEVELOPMENT_SUMMARY_2026-07-19.md,RETAIN_HISTORICAL,docs/architecture/OVC_ABCD_COMPLETE_DEVELOPMENT_SUMMARY_2026-07-19.md,R0C-ARCHITECTURE-HISTORY,"Prior architecture and development summaries remain source material, not active implementation authority.",100644,25838,7217245a89aec7c8ceec2dd05d25e318d76faafb,2deda6ca06ddb72286667d076b21f9aef874c9a73f5bb9a27c33682bbce1e4e2
docs/architecture/OVC_ABCD_OPERATING_LANGUAGE_SEED_v0_1.md,RETAIN_HISTORICAL,docs/architecture/OVC_ABCD_OPERATING_LANGUAGE_SEED_v0_1.md,R0C-ARCHITECTURE-HISTORY,"Prior architecture and development summaries remain source material, not active implementation authority.",100644,18509,504c076571564d2ec3bb759aaab1b673c3766a6a,77d949e57185a999b461f3d128cd9037ead1046b513ddb5237e98a2d81c75142
docs/decisions/OVC_GBPUSD_2025_OPT_D_VALIDATE_HANDOVER.md,RETAIN_HISTORICAL,docs/decisions/OVC_GBPUSD_2025_OPT_D_VALIDATE_HANDOVER.md,R0C-DOC-CONSERVATIVE,Legacy documentation is retained for audit and crosswalk use without active selector or runtime authority.,100644,1324,99d0bb0c522c9ed4e352633eebfa608cf6381cdb,99e16c6451e397079bcb832ee6687a97ad5a02a347cc97aa91c34543d2b7f8dc
docs/decisions/OVC_OPT_D_ROBUSTNESS_PAPER_GATE_HANDOVER.md,RETAIN_HISTORICAL,docs/decisions/OVC_OPT_D_ROBUSTNESS_PAPER_GATE_HANDOVER.md,R0C-DOC-CONSERVATIVE,Legacy documentation is retained for audit and crosswalk use without active selector or runtime authority.,100644,1865,aaf651ea4e1eba923a7ea0f520ea2c44c37ace20,04cd19fc72811e8effefb6f1a71a97b1f6a13faeaffc5609ec7ee22807b10f81
docs/decisions/OVC_OPT_D_VALIDATION_DECISION_NOTE_2025.md,RETAIN_HISTORICAL,docs/decisions/OVC_OPT_D_VALIDATION_DECISION_NOTE_2025.md,R0C-DOC-CONSERVATIVE,Legacy documentation is retained for audit and crosswalk use without active selector or runtime authority.,100644,1250,6b30da2f56c63f50319535fe7a7f0d62068552c0,a8356124df0c145da3f495ab1aab34e8b6eb058b395999ba89a109fdcea8d334
docs/history/README.md,RETAIN_HISTORICAL,docs/history/README.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,2123,48118b04808fa80f0c4a8fee84cb023288bc1601,32d811fbb311234a9760c9282d1b4b94869d8ba6b69b32e0e75bd165780c2824
docs/history/releases/opt-a-discovery-2026-h1/OPT_A_SEAL_MANIFEST.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-discovery-2026-h1/OPT_A_SEAL_MANIFEST.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,4647,56367dd59398ff8a64e12cdd48e60178fdb334ce,912c14eab41d6952e6b4991389a8aa930254ae4839faa5a417b5e40c2a456b3a
docs/history/releases/opt-a-discovery-2026-h1/OPT_A_SEAL_RECORD.md,RETAIN_HISTORICAL,docs/history/releases/opt-a-discovery-2026-h1/OPT_A_SEAL_RECORD.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1256,b16aadb0154f86b418b2653e3b33f468952813ae,c4efde758858f75c63de7a5234b174375b8ecdfefb3108b8cd8f8de05451f17d
docs/history/releases/opt-a-discovery-2026-h1/reconciliation/OVC_OPT_A_RECONCILIATION_AUDIT_2026_H1.md,RETAIN_HISTORICAL,docs/history/releases/opt-a-discovery-2026-h1/reconciliation/OVC_OPT_A_RECONCILIATION_AUDIT_2026_H1.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,4574,d8f38fa32433a670aad219e87fc79b2f4cf41190,ce5789e45c9bed0760ec2f0327b32740dc24b7fcca0d376f59c043e8857e6ba3
docs/history/releases/opt-a-discovery-2026-h1/reconciliation/opt_a_reconciliation_summary.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-discovery-2026-h1/reconciliation/opt_a_reconciliation_summary.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,2361,cc5d5674c24691bff60721ab50635a30df6182a9,c70ad2e0cafd5be687f42ca5ecd6ff6ad0e4f55fb8defc72df26950a97287a2a
docs/history/releases/opt-a-reconciliation-2026-h1/OVC_OPT_A_RECONCILIATION_AUDIT_2026_H1.md,RETAIN_HISTORICAL,docs/history/releases/opt-a-reconciliation-2026-h1/OVC_OPT_A_RECONCILIATION_AUDIT_2026_H1.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,4574,d8f38fa32433a670aad219e87fc79b2f4cf41190,ce5789e45c9bed0760ec2f0327b32740dc24b7fcca0d376f59c043e8857e6ba3
docs/history/releases/opt-a-reconciliation-2026-h1/opt_a_reconciliation_summary.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-reconciliation-2026-h1/opt_a_reconciliation_summary.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,2361,cc5d5674c24691bff60721ab50635a30df6182a9,c70ad2e0cafd5be687f42ca5ecd6ff6ad0e4f55fb8defc72df26950a97287a2a
docs/history/releases/opt-a-validation-2025/OPT_A_GBPUSD_2025_VALIDATION_SEAL_REPORT.md,RETAIN_HISTORICAL,docs/history/releases/opt-a-validation-2025/OPT_A_GBPUSD_2025_VALIDATION_SEAL_REPORT.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1193,f0aecbfb9b88d1b205d82f0c68536e38420b32e7,ded44a62f6b7beadf2bb74ff503865700145818c8ad10249a39682b8916e6c40
docs/history/releases/opt-a-validation-2025/OPT_A_SEAL_MANIFEST.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-validation-2025/OPT_A_SEAL_MANIFEST.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,4694,8333345040142c7a74ea1cd6cf4361fa5ba2862e,68d003fb171e6e39676f435662c14eacac03c765f70726b65618e33439cb8d9b
docs/history/releases/opt-a-validation-2025/OPT_A_VALIDATION_SEAL_VALIDATION.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-validation-2025/OPT_A_VALIDATION_SEAL_VALIDATION.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,2906,81d6928ae0a5ba88f54e3a56ef2dcfe8f238f05a,b068635a4d516c8198fb0231e08551800b7581b806b106f3c5b3ee8e5c509461
docs/history/releases/opt-a-validation-2025/OPT_A_VALIDATION_SEAL_VALIDATION.md,RETAIN_HISTORICAL,docs/history/releases/opt-a-validation-2025/OPT_A_VALIDATION_SEAL_VALIDATION.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,488,466d9edf802a0b1e6f0df2da3f4cd303ad43c7f1,08ca2fd731287b530b254b509944cb77d3f9e20d68c30f26eff2128186c05311
docs/history/releases/opt-a-validation-2025/quality/OPT_A_VALIDATION_INGESTION_SUMMARY.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-validation-2025/quality/OPT_A_VALIDATION_INGESTION_SUMMARY.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1353,cbd7521c9fa48a21698c3e158acee051af523a29,246255b5f76c9c7b2f94177eb1964bd28c1892c8e7f7a08339184e91ac4ee03d
docs/history/releases/opt-a-validation-2025/retrieval/DUKASCOPY_RETRIEVAL_MANIFEST.json,RETAIN_HISTORICAL,docs/history/releases/opt-a-validation-2025/retrieval/DUKASCOPY_RETRIEVAL_MANIFEST.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1075,82af9891b6c9a55281b3b6cd4e8ac36fe6bbcd61,3bbb0f2b654a3be3b44681d8a55caea5f0c9181143cc0602f873860d36430bd8
docs/history/releases/opt-b-complete-replay-0.1/OPT_B_COMPLETE_REPLAY_MANIFEST.json,RETAIN_HISTORICAL,docs/history/releases/opt-b-complete-replay-0.1/OPT_B_COMPLETE_REPLAY_MANIFEST.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,11579,b94730e2b05754fdee83309905b23a65357ffdd5,af8706e5f4a167b83025016f2dd38c3be43da6801ff6b2c5c9f588517448b9ef
docs/history/releases/opt-b-complete-replay-0.1/OVC_OPT_B_COMPLETE_HISTORICAL_REPLAY_REPORT.md,RETAIN_HISTORICAL,docs/history/releases/opt-b-complete-replay-0.1/OVC_OPT_B_COMPLETE_HISTORICAL_REPLAY_REPORT.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1063,56a8b49ad3e10eb79ac1446581922ecf6b1a841b,a4cd7b9e506da3af049c7ad57e9163c489be4ad4132f274d44da9aa4b03f0b35
docs/history/releases/opt-b-complete-replay-0.1/coverage_15m.json,RETAIN_HISTORICAL,docs/history/releases/opt-b-complete-replay-0.1/coverage_15m.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,2892,5241cee4d5b1f01f391675c406f3023a09fd8446,e0696084cc1f89fb54233148282619fd85d131c097c29dddd2b6ae52a9b212c8
docs/history/releases/opt-b-complete-replay-0.1/coverage_2h.json,RETAIN_HISTORICAL,docs/history/releases/opt-b-complete-replay-0.1/coverage_2h.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,2773,3815c5444e7663395ec3bae7c9a02ef03d262be1,5c87606cf4925293e5195ef330a8b80e9a8fce99c7921a8861d8f27ad541dafa
docs/history/releases/opt-b-reference-registry-0.1/OPT_A_TO_OPT_B_HANDOFF.md,RETAIN_HISTORICAL,docs/history/releases/opt-b-reference-registry-0.1/OPT_A_TO_OPT_B_HANDOFF.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1473,85abed1f427af475fc0d12f1233bbad488e177ba,d1f8328f49b0762d81fcf72063d45ecf8d07ce618e828a2606b477ef6244df4f
docs/history/releases/opt-b-reference-registry-0.1/OVC_OPT_B_REFERENCE_LEVEL_REGISTRY_v0_1.md,RETAIN_HISTORICAL,docs/history/releases/opt-b-reference-registry-0.1/OVC_OPT_B_REFERENCE_LEVEL_REGISTRY_v0_1.md,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,1903,1e48803f36243f41820a3569f8e2cf0858e4d889,18cb5835ddacae51687ba60ec1aab04fcc530bf6632e47fb27fd1db76d0a2579
docs/history/releases/opt-b-reference-registry-0.1/REFERENCE_LEVEL_REGISTRY_MANIFEST.json,RETAIN_HISTORICAL,docs/history/releases/opt-b-reference-registry-0.1/REFERENCE_LEVEL_REGISTRY_MANIFEST.json,R0C-HISTORY,"Historical releases, decisions and evidence remain in place and immutable.",100644,3850,74868d492c233110873f72e6480ee63d71c65c2a,dbb43822182c3953be0ef397d46d3812a488b5dcb01d148c086e52dfa450d9fb
